user,user_location,text,favorite_count,retweet_count
Ruth Story,"Mississippi, USA",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Times of News,,Case Filed After Misleading Pamphlets On Covid Vaccine Shots Appear In UP https://t.co/un8cHrHDBd,0,0
Tej,,"RT @authoramish: I love our country! 🇮🇳
This is the way the Covid vaccine was welcomed at one of our hospitals; with respect, affection and…",0,399
#KidsInCages,,RT @Michell49685689: @Angry_Staffer Who did Jared sell our missing national Covid vaccine stockpile to?,0,36
Nasturtiums,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1896
Marilynne Friedman,Toronto,"More ideas out of #Israel to make #covid #vaccine rollout just a bit more comfortable. Apparently, not real cupcakes but images don’t go right to your hips ... https://t.co/0PgzrDMHO4",0,0
TL,"Texas, USA","RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5689
Dave M.,"Manchester, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,796
Retamck@comcast.net,,"RT @therecount: Charles Barkley argues NBA and NHL players should get the COVID vaccine before others because they pay more in taxes:

“The…",0,133
Dave Holle,West Xylophone,"RT @KDVR: Want a COVID vaccine? UCHealth is starting new trial, looking for volunteers https://t.co/ZlSlq4FSzn",0,2
Travis Blackwell,NYC / ~the road~,Y’all better believe I’m gonna frame my covid vaccine card when I get it in 6-18 months,0,0
SStarkey,,23 die in Norway after receiving COVID vaccine https://t.co/OJC1tO8rTy,0,0
Mike Walker,On the road,"Biden is ‘inheriting a huge mess’ on COVID vaccine rollout, his chief of staff says 

https://t.co/otbsAOHuvP",0,0
"Pussy Socialist, Pussy Raise Taxes.","Tamarac, FL","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1083
⚧🌹✊💙KoffeeOnPlagueIsland💙✊🌹⚧,"England, United Kingdom",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Daphne Miles#PCPEU,"Canterbury, England","RT @Zubhaque: This message from Dominic Raab will NOT reassure those who may have concerns about #covidvacccine: ""Cabinet minister has refu…",0,210
bernsieP,"richmond,melbourne, australia",RT @LyndaFrench19: Labor frontbencher Bill Shorten said he was “perplexed” why the govt had not been using more Cwlth facilities as quarant…,0,26
Greg DeGuglielmo,Lexington MA,"RT @RWalensky: In the weeks and months ahead, the Biden-Harris administration will take key steps to dramatically increase #vaccinations in…",0,150
garth marenghi,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
🇬🇧 Make Britain Great Again 🇬🇧,"London, England",RT @MickeyD44314901: Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/gqDmir2Qpv,0,12
🍄🌵Ani 🌵🍄 the mortifying ordeal of being known,"Austin, TX",RT @sarahlugor: that “doctor” that made the tweet of the lady faking a bad reaction from a covid vaccine deleted his tweet and backtracked.,0,275
suzzanne palmer.,"Sheffield, England",So excited to get my covid vaccine tomorrow 🙊,0,0
John Carter IPA/LNP DESTROYER (I AM THE RAPTURE),Australia,RT @LyndaFrench19: Labor frontbencher Bill Shorten said he was “perplexed” why the govt had not been using more Cwlth facilities as quarant…,0,26
Dermot Donnelly 🇮🇪,"Sydney, New South Wales",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Trevor677,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1896
મીનેષ શાહ 🇮🇳 HINDU,Mumbai,"RT @iRupND: TMC leaders taking covid vaccine which was allotted to hospital staff

#VaccineChorTMC https://t.co/9ITRSpBSFd",0,63
Toni Kukoc,"Atlanta, GA","RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,252
James A. Jones Jr.,"Bradenton, Fla.","“I feel good about it.” Bradenton retirement community gets COVID vaccine, reports @RBallogg https://t.co/O92IrHg2ss",0,0
Tania d'Alcor #FBPE 3.5%🕷🐟🇪🇺💙,London UK.  #GrenfellTower💚,"RT @MrRobertBob1: What a surprise. 

Raab refuses to guarantee everyone will receive second dose of Covid vaccine https://t.co/Hb4jajH6NT",0,141
Carolyn (She/Her) #Blacklivesmatter,Croydon/Gravesend,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
If U Seek Jamie,USC 2022 ✌️,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1083
Petina Gappah,"Harare, Edinburgh",Belgian minister tweets EU's Covid vaccine price list to anger of manufacturers https://t.co/OjbkGd9LxE,1,0
Connor Piper,"Liverpool, England","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1083
Arron Hears Trump Elected,"Oregon, USA",RT @OHAOregon: Are you eligible for a COVID vaccine? OHA's new info tool can help! Make it your first stop before calling hospitals. Visit…,0,31
kamalhaider,,RT @INCIndia: There is an unnecessary amount of confusion with regards to accessibility &amp; price of the COVID vaccine for the general public…,0,216
E.,Vancouver,"RT @BuzzFeed: ""Thank you science."" https://t.co/CXtkKnSWfg",0,9
Belinda Scandal 🐝,"Manchester, England","RT @YourMCR: Have you or someone you know been for the Covid Vaccine? 💉

#Covid19UK #COVIDVaccination #COVID19Vaccine #CovidVaccineuk",0,1
Alistair McGregor  🐝 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇰🇪,Scotland Kenya,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,796
Henrietta Bewley 🔶,"Hammersmith, London",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1395
Big Boy Dunnit (R),,"Let’s see @GeorgeFoulkes response to this #ToryIncompetence  (or is his true calling blue)

https://t.co/gIXfRYUVmG",0,0
Stop City Airport +,stopcityairport@gmail.com,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Kamaljit Khalsa,"Scotland, United Kingdom","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
Daniel Rice,"Denver, CO","RT @KDVR: Want a COVID vaccine? UCHealth is starting new trial, looking for volunteers https://t.co/ZlSlq4FSzn",0,2
Kacy 💙 #NHSPay15,EU,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,796
Mr_Socialist,London,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1896
madeleine 🧑‍🎤🧚,,RT @spicy_boi97: If you ate in the mdr at Cap you don’t have to worry about what’s in the covid vaccine,0,1
The Times Of India,New Delhi,India to ship vaccines to neighbours in few weeks https://t.co/c6ifNlZGwK https://t.co/3Dcw1W87kS,5,0
Marcus Fitzsimons,London,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
tad🖖 🍥 💙 #RejoinEU #REUnite #3.5%,Hertfordshire,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Stephen,"Virginia Beach, VA",RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8848
Jonathan Jones,,@BCDyer Is this the Covid vaccine that doesn’t keep you from getting Covid?,0,0
Patricia Dos Santos,,"I got the first shot of the COVID vaccine - a highlight of my week. Sadly, misinformation led many to be hesitant about vaccination. 
Science friends,  it is our civic duty to be active and disseminate information about the facts, real benefits, and risks of taking this vaccine.",0,0
"Kate Nix Carnahan, MD","Milwaukee, WI","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
Lunar Heritage,"Greenwich, London 0° L",RT @PaulWilliamsLAB: Some local patients have turned down an offer this weekend of getting a Covid vaccine when they found out it was the P…,0,1473
JBcoots,,"This clown is going to look like a fool. Sooner or later. 

Biden CDC pick confident there's enough Covid vaccine to meet target amid confusion over stockpile

https://t.co/Ut0HYWS3Tj",0,0
Lydia +,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
Murray Hunter,Hat Yai Thailand,"So many people told me here I was stupid to question these ""well tested vaccines"". They are fearless, I am cautious. Not an anti-vaccine advocate https://t.co/4TwMmByZZN",1,0
Seth Dunn,,"@qwerty12702 @JamesRochford7 @NateSilver538 1) It's already gotten dramatically faster, and everyone is continuing to increase administration capacity. 2) Right now production is happening faster than vaccination. That may change at some point. https://t.co/lNpTdx0B8W",0,0
Shamim Umarji,"Wimbledon , London","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
DoleWhipDrea #BLM,EPCOT,"RT @joncoopertweets: As of now, the Publix supermarket chain in Florida is only offering the Covid vaccine in counties that were won by Rep…",0,865
Núro gavissus est gaudio magno valde,in valle umbræ mortis sedens,RT @MLynnJohnsonOP: This is a @FrMatthewLC appreciation post; I just read through his account for factual articles to make responses to par…,0,3
Theresa Shearer,"Glasgow, Scotland",RT @normanlamb: Good that legal letter sent to Government calling for priority for people with learning disability in getting COVID vaccine…,0,18
John Brannigan,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,796
itsokaytocry,,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1083
maggie3.5%mac🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺✂️🧘🏼‍♀️💙,"Paisley, Scotland",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1896
Isabella Bevington,,Covid vaccine scams on the rise https://t.co/sfOM5LDkiU https://t.co/uybtCGl0dj,0,0
gcrivercat,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
Chris Howell,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3789
Andy Broadhurst,England,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1896
Robert Edwards 💙 #Rejoiner #FBPE,"Esher, South East","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,796
VR Trakowski,Usually looking up.,RT @juliacraven: I interviewed 5 physicians who deal w/ health disparities in the Black community about how they intend to address the subj…,0,128
aka Xochi,Texas,"RT @BuzzFeed: ""Thank you science."" https://t.co/CXtkKnSWfg",0,9
Ian Speed,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
WBBM Newsradio,"Chicago, IL","Rev. William Hall of St. James Community Church in Chatham is in line to get the COVID-19 vaccine but wants to give his spot to a @ChiPubSchools teacher.

https://t.co/i5lbDmwx73",0,0
kimberlymonk1981,"Grey, Ontario",RT @MickeyD44314901: Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/gqDmir2Qpv,0,12
Zhongli's Mora,"Mor Dhona, Revenant's Toll","@Xyros9 I'm alright, just got my covid vaccine at work and making sure my residents are ok as well. How are you?",0,0
Laura Joint,Plymouth UK,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1397
leticia,Mexicana en Toronto Canada,"RT @MarkAlanMarks1: *******************
PFIZER VACCINE -
FACIAL PARALYSIS
*******************
13 Israelis Suffer FACIAL PARALYSIS After Tak…",0,13
CDARevolution2021,,RT @TheRoyGreenShow: Dr. Donald Gerson today (Sun). His biomanufacturing company in Montreal is poised to manufacture a COVID vaccine for C…,0,172
Christina Crowe,"Birmingham, AL",@berthahidalgo And another: https://t.co/AC1qXkslZX,0,0
fumo 🖤 ketamine enjoyer 根暗,Cats on Mars,The homeless should get the covid vaccine first.,1,0
Dr Graham Mackenzie🇪🇺,"Edinburgh, Scotland",RT @DrJuliaDarko: A really urgent issue. Hearing lots of concern &amp; distrust from friends/family members. What can primary care do to allay…,0,1

Mary Calhoun,,RT @calamityjane524: @YNB My cousin lives in assisted living facility in FL. One insane rumor was the Biden we all saw on TV is a body doub…,0,1
Professor Finesser™,,mfs saying the covid vaccine will turn you gay so wtf is finna happen to me😂,0,0
Ashley Castillo🎀,Toronto 🇯🇲🇨🇺,RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8850
SAM,canada,"RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,31
Jasmine the European Cat,“European Union 🇪🇺”.,"Time is very elastic in UK 
Cabinet minister Dominic Raab has refused to guarantee that all people who have received a first dose of coronavirus vaccine will get a second jab within 12 weeks.
https://t.co/jSkUQm4FOC",0,0
TheBloodEagle,,RT @crwriter1: Crimes Against Covid Vaccine Maker Pfizer Documented  https://t.co/PM1cDL1ipA #pin https://t.co/Tw3lRKCunO,0,2
ProjectLincolnSupporter,United States,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,46
Dennis Palmer,"South East, England.",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1475
flying groom,"London, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3880
Official Page of MonkeyViral.com,Globe & Beyond,"#Biden CDC pick confident there's enough Covid vaccine to meet target is now trending on https://t.co/RK1Ccv4jnU
https://t.co/RK1Ccv4jnU",0,0
Robbie,Ireland,"RT @flumpsubdued: my cousins friend was pregnant when she got the covid vaccine and gave birth and this is the baby only 5 hours old, I’ll…",0,2
Kevin Wolfe,"Cole Harbour, NS",RT @rontkim: If the governor spent as much time preparing for his FOUR state of the state presentations focused on distributing vaccination…,0,218
Jordan 🦆,Northern Ireland,"RT @flumpsubdued: my cousins friend was pregnant when she got the covid vaccine and gave birth and this is the baby only 5 hours old, I’ll…",0,2
Chicken Gate 🇨🇦,"Ontario, Canada",yeah Canadians don't need to know whats going on with covid vaccine deaths. Naw.... https://t.co/AwHKfpJPxb,0,0
Andy Keen-Downs,London,RT @MacFarlaneNews: NEW:  Justice Dept announces inmates at 68 federal prisons have received COVID vaccine https://t.co/7lXxJyMtdy,0,23
WickedMary,CA,"@Spratlinger @SonnyBunch Ugh I've been dealing with this with some of my friends. I keep hearing they *feel* the covid vaccine might be dangerous and we don't know enough yet with nothing to back it up. And I'm like, you know scientists actually know how this stuff works better than we do, right?",0,0
Shawshank,,RT @Independent: Vaccinating refugees and the stateless is the only way to make sure everyone can fight Covid-19 | @Beltrew https://t.co/rD…,0,15
sammy,Andromeda,RT @Yung_miggles13: If Mr. Aldeen's cum ever landed on your computer you dont have to worry about whats in the covid vaccine,0,1
Royce R.C.K. Naylor,Liverpool/Manchester,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
Kim Bradbury,"Suffolk, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,871
Rana Cash,"Savannah, GA","One of my mother's colleagues is convinced the COVID vaccine will alter her DNA. She must not be alone because it's addressed here, in this piece debunking vaccine myths.  https://t.co/1zy1NuI627 via @SavannahNow",0,0
gráinne,,"my cousins friend was pregnant when she got the covid vaccine and gave birth and this is the baby only 5 hours old, I’ll not be taking it https://t.co/9LkIDtfiPe",4,2
roofless cosmic polygon✡︎,it/its/she/her/vamp/vamps,RT @ifoyoo: people will refuse the covid vaccine because they think it has a microchip in it but will have an amazon alexa,0,1
Frankie Bowbrick,United Kingdom,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3880
Cow Lady,"Florida, USA",RT @lotsofuss: I am over 65 and at risk if I catch covid. I had three strains of infectious pneumonia back in 2007-8 and had to be on a ven…,0,5
Calamityjane524,Ohio,@YNB My cousin lives in assisted living facility in FL. One insane rumor was the Biden we all saw on TV is a body double the real Biden is too sick &amp; demented to function.Another is the COVID vaccine changes your DNA &amp; gives you the mark of the Beast. Many residents refused to get it,1,1
Kayleigh,"Carlisle, England","RT @_kayleighsays: You can decide not to want the covid vaccine/have worries about it, and not be anti-vax.",0,2
"💞""BREXIT""=""MASSIVE CON""💞#FBPE #TRUTH_NOT_LIES",UK,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
D̸a̶e̶d̴a̶l̸u̴s̵,,"RT @Philosophi_Cat: 90 year old dies after positive Covid test &gt; they died from Covid

90 year old dies after Covid vaccine &gt; they died fro…",0,18
khadija,,"RT @23yyaan: Imagine you take the covid vaccine and the microchip says ""de blutoos dewize iz now konneticut"" when you wake up",0,57
"Mask up, Ventilate and 40to60RH to reduce the risk",,"RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,31
Patricia Reilly 💙,"London, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
Killer Hornet,,RT @BladeMcCoy1: Either the government doesn't want the Covid vaccine to be distributed or they aren't very good at getting it to the peopl…,0,2
Ian Wright,Nottingham,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
Simon Thomas🇦🇺,"Sydney, New South Wales",@2GB873 23 dead in Europe took a COVID vaccine,0,0
SusanB,"Langley, British Columbia","RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,46
Not that generic.,Dark Side of the Moon,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3880
Susan Dudds,"Connah's Quay, Wales","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,76
Ernie Schell,"Ventnor City, NJ - USA","RT @CNBCnow: BREAKING: Biden to deploy FEMA, National Guard to set up Covid vaccine clinics across the U.S. https://t.co/I2mjs974Oo",0,6217
Diane Milne,,"RT @ScotTories: In the middle of a pandemic.

When they've paid out less than a tenth of funding to businesses. 

The SNP's priority is ram…",0,67
SaskCatch,"Treaty 6, Saskatchewan",RT @MahliBrindamour: There are few things more satisfying than being told “I love you” by a 104 year old lady after giving her her first sh…,0,5
Kennieth Smith,,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,46
Paul G,UK,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
Ian Rogers,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
Louie Viller,"Manchester, England","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,76
Kosch,Australia,"RT @welosthim: 13 Israelis suffer FACIAL PARALYSIS after taking Pfizer Covid jab, amid influx of reports detailing adverse effects

https:/…",0,2
HA!,Instagram: hidekia,"RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,76
Pablo Navarrete #freeassange,London Taan,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
Exotica,"Rivendell, Middle-earth","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1095
Royce R.C.K. Naylor,Liverpool/Manchester,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
annie Laing,canada,RT @TheRoyGreenShow: Dr. Donald Gerson today (Sun). His biomanufacturing company in Montreal is poised to manufacture a COVID vaccine for C…,0,181
Kim,"England, United Kingdom",@bhwords @ThrombosisUK quick question - does the covid vaccine effect your INR stabability?,0,0
ilyssa • ישראלה,"Brooklyn, NY",people will refuse the covid vaccine because they think it has a microchip in it but will have an amazon alexa,2,1
abolish wwu,,@annechoviiies follow @/ jessicamalatyrivera on insta! shes an infectious disease specialist and posts hella informative and accessible q &amp; a’s about covid/vaccine stuff 🥰,0,0
AliGee,"Salt Lake City, UT","RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5712
Not Backing Down (Notorious NBD),"Longmont, CO","RT @KDVR: Want a COVID vaccine? UCHealth is starting new trial, looking for volunteers https://t.co/ZlSlq4FSzn",0,3
LiLi OrTiZ,,@DreamsForLiars I mean duh?... lol I’m just sharing what I felt for the COVID vaccine to inform others lol,0,0
J Gray,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
BobCrilly,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
Dr Fath URS Ex Labour,"North West, England",RT @NeilClark66: Preston councillor rushed to hospital with severe Covid vaccine side-effects https://t.co/v6uLUgjJfS,0,354
lauren,"Sydney, Australia",woah i had a dream last night that i went to morocco and we were rock climbing and hiking as a part of this tour thing and at the end of it we had to get the covid vaccine,0,0
Cecelia *💙 3.5%#RefugeesWelcome* 🇪🇺,"Loire Valley, France",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1475
joyce vost-bowler,"Warrington, England","Disappointed that people are turning down C19 Vax coz they want the ‘English’ one. Just call it the ‘Covid vaccine’, no choice, don’t agree don’t get  - stop the racist/nationalists. I have no clue on annual flu vaccine makers &amp;  doesn’t stop me getting it",0,0
Socialist Health Association,tinyurl.com/y9xbxofx,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
gavin pugh,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
I’m Speaking,"Kawartha Lakes, Ontario","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,76
Helen Troy💙 #EndChildFoodPoverty #BLM #FBPE,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2091
Lglwry,United States,"RT @CNBCnow: BREAKING: Biden to deploy FEMA, National Guard to set up Covid vaccine clinics across the U.S. https://t.co/I2mjs974Oo",0,6217
Dr. Lynora Saxinger 🇨🇦,University of Alberta Edmonton,"RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,31
Steve,London,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1475
Ron Hayden,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
HapaKaren,FL,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5712
Protect Our Democracy,,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,46
Andy Falconer,"London, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
Dennis Palmer,"South East, England.",RT @paysupplystaff: Raab refuses to guarantee everyone will receive second dose of Covid vaccine- where is the public outrage at this annou…,0,59
Elizabeth,Far away from #DictatorDan  ,"""Health authorities are investigating the case of a Florida doctor who died from an unusually severe blood disorder 16 days after receiving the Pfizer coronavirus vaccine""

He became ill 3 days after receiving the vaccine

https://t.co/as1C6KoYKp",0,0
Nolli,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1474
Garrett Shaffer 😈,"Ning 3,388,500 Eing 757,485","RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5712
Louise  McElhill,Canada,@TorontoStar @lauraarmy A better question might be: would any professional athlete actually WANT the Covid  vaccine?,0,0
Boneless,MAY WE MEET AGAIN,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,268
Susan M,"Florida, USA","RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5712
Daniel Lopez,"Mostly Chicago, IL ",Incoming Biden chief of staff on COVID vaccine rollout: 'We're inheriting a huge mess' https://t.co/tCFsjJyDii,1,0
Texanamama1,"Dallas, TX",RT @jerrysaltz: Since America is broken and it is all but impossible to navigate on-line friction to make Covid Vaccine appointment - @robe…,0,85
armoind hammer,,"RT @joeshw: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
https://t.co/owsXjg1HMt",0,1561
Wendy Boother 💙,"Ipswich, UK","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,871
Tim Turner 💙,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1978
Rob Foster,Wiltshire,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3880
Barbara Bauer,,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,46
Graham Moore 3.5%,"Yorkshire and The Humber, UK",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1474
Satanchills,,@akooldragoo Really tho how can it make u gay? Like its a covid vaccine not a fucking  neuro-implant,1,0
City of Sammamish,"Sammamish, WA","RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,9
Julie Carey 🇬🇧🇬🇧,uk,"RT @yattypat: Woman experiences side effects of COVID-19 vaccine
https://t.co/kmp7GnQeTx 

COVID Vaccine Side Effects More Common After 2nd…",0,131
